Date,Transaction_ID,SKU,Product_Name,Quantity_Sold,Stock_After_Sale,Safety_Stock,Reorder_Point,Trigger_Type,New_Trigger
2018-01-17,T179500,PROD-1361,Toys,1,58,50,100,WARNING,False
2018-01-17,T179504,PROD-1361,Toys,1,57,50,100,WARNING,False
2018-01-17,T179525,PROD-1361,Toys,1,56,50,100,WARNING,False
2018-01-17,T179496,PROD-1361,Toys,1,55,50,100,WARNING,False
2018-01-17,T179505,PROD-1361,Toys,1,54,50,100,WARNING,False
2018-01-17,T179495,PROD-1361,Toys,1,53,50,100,WARNING,False
2018-01-17,T179494,PROD-1361,Toys,1,52,50,100,WARNING,False
2018-01-17,T179493,PROD-1361,Toys,1,51,50,100,WARNING,False
2018-01-17,T179497,PROD-1361,Toys,1,50,50,100,CRITICAL,True
2018-01-17,T179503,PROD-1361,Toys,1,49,50,100,CRITICAL,False
2018-01-17,T179508,PROD-1361,Toys,1,48,50,100,CRITICAL,False
2018-01-17,T179514,PROD-1361,Toys,1,47,50,100,CRITICAL,False
2018-01-17,T179502,PROD-1361,Toys,1,46,50,100,CRITICAL,False
2018-01-17,T179509,PROD-1361,Toys,1,45,50,100,CRITICAL,False
2018-01-17,T179506,PROD-1361,Toys,1,44,50,100,CRITICAL,False
2018-01-17,T179499,PROD-1361,Toys,1,43,50,100,CRITICAL,False
2018-01-17,T179498,PROD-1361,Toys,1,42,50,100,CRITICAL,False
2018-01-26,T180121,PROD-1362,Fighting video games,1,99,31,140,WARNING,True
2018-01-26,T180118,PROD-1362,Fighting video games,1,98,31,140,WARNING,False
2018-01-26,T180131,PROD-1362,Fighting video games,1,97,31,140,WARNING,False
2018-01-26,T180109,PROD-1362,Fighting video games,1,96,31,140,WARNING,False
2018-01-26,T180115,PROD-1362,Fighting video games,1,95,31,140,WARNING,False
2018-01-26,T180138,PROD-1362,Fighting video games,1,94,31,140,WARNING,False
2018-01-26,T180136,PROD-1362,Fighting video games,1,93,31,140,WARNING,False
2018-01-26,T180134,PROD-1362,Fighting video games,1,92,31,140,WARNING,False
2018-01-26,T180128,PROD-1362,Fighting video games,1,91,31,140,WARNING,False
2018-01-26,T180110,PROD-1362,Fighting video games,1,90,31,140,WARNING,False
2018-01-26,T180119,PROD-1362,Fighting video games,1,89,31,140,WARNING,False
2018-01-26,T180137,PROD-1362,Fighting video games,1,88,31,140,WARNING,False
2018-01-26,T180135,PROD-1362,Fighting video games,1,87,31,140,WARNING,False
2018-01-26,T180113,PROD-1362,Fighting video games,1,86,31,140,WARNING,False
2018-01-26,T180111,PROD-1362,Fighting video games,1,85,31,140,WARNING,False
2018-01-26,T180116,PROD-1362,Fighting video games,1,84,31,140,WARNING,False
2018-01-26,T180126,PROD-1362,Fighting video games,1,83,31,140,WARNING,False
2018-01-26,T180117,PROD-1362,Fighting video games,1,82,31,140,WARNING,False
2018-01-26,T180114,PROD-1362,Fighting video games,1,81,31,140,WARNING,False
2018-01-26,T180127,PROD-1362,Fighting video games,1,80,31,140,WARNING,False
2018-01-26,T180122,PROD-1362,Fighting video games,1,79,31,140,WARNING,False
2018-01-26,T180132,PROD-1362,Fighting video games,1,78,31,140,WARNING,False
2018-01-26,T180112,PROD-1362,Fighting video games,1,77,31,140,WARNING,False
2018-01-26,T180120,PROD-1362,Fighting video games,1,76,31,140,WARNING,False
2018-01-26,T180133,PROD-1362,Fighting video games,1,75,31,140,WARNING,False
2018-01-26,T180123,PROD-1362,Fighting video games,1,74,31,140,WARNING,False
2018-01-26,T180129,PROD-1362,Fighting video games,1,73,31,140,WARNING,False
2018-01-26,T180125,PROD-1362,Fighting video games,1,72,31,140,WARNING,False
2018-01-26,T180130,PROD-1362,Fighting video games,1,71,31,140,WARNING,False
2018-01-31,T180469,PROD-1363,Summer dresses,1,87,65,130,WARNING,True
2018-01-31,T180472,PROD-1363,Summer dresses,1,86,65,130,WARNING,False
2018-01-31,T180454,PROD-1363,Summer dresses,1,85,65,130,WARNING,False
2018-01-31,T180493,PROD-1363,Summer dresses,1,84,65,130,WARNING,False
2018-01-31,T180499,PROD-1363,Summer dresses,1,83,65,130,WARNING,False
2018-01-31,T180466,PROD-1363,Summer dresses,1,82,65,130,WARNING,False
2018-01-31,T180455,PROD-1363,Summer dresses,1,81,65,130,WARNING,False
2018-01-31,T180471,PROD-1363,Summer dresses,1,80,65,130,WARNING,False
2018-01-31,T180456,PROD-1363,Summer dresses,1,79,65,130,WARNING,False
2018-01-31,T180480,PROD-1363,Summer dresses,1,78,65,130,WARNING,False
2018-01-31,T180478,PROD-1363,Summer dresses,1,77,65,130,WARNING,False
2018-01-31,T180502,PROD-1363,Summer dresses,1,76,65,130,WARNING,False
2018-01-31,T180460,PROD-1363,Summer dresses,1,75,65,130,WARNING,False
2018-01-31,T180511,PROD-1363,Summer dresses,1,74,65,130,WARNING,False
2018-01-31,T180508,PROD-1363,Summer dresses,1,73,65,130,WARNING,False
2018-01-31,T180518,PROD-1361,Toys,1,41,50,100,CRITICAL,False
2018-01-31,T180483,PROD-1363,Summer dresses,1,72,65,130,WARNING,False
2018-01-31,T180515,PROD-1363,Summer dresses,1,71,65,130,WARNING,False
2018-01-31,T180498,PROD-1363,Summer dresses,1,70,65,130,WARNING,False
2018-01-31,T180495,PROD-1363,Summer dresses,1,69,65,130,WARNING,False
2018-01-31,T180479,PROD-1363,Summer dresses,1,68,65,130,WARNING,False
2018-01-31,T180485,PROD-1363,Summer dresses,1,67,65,130,WARNING,False
2018-01-31,T180500,PROD-1363,Summer dresses,1,66,65,130,WARNING,False
2018-01-31,T180462,PROD-1363,Summer dresses,1,65,65,130,CRITICAL,True
2018-01-31,T180473,PROD-1363,Summer dresses,1,64,65,130,CRITICAL,False
2018-01-31,T180514,PROD-1363,Summer dresses,1,63,65,130,CRITICAL,False
2018-01-31,T180490,PROD-1363,Summer dresses,1,62,65,130,CRITICAL,False
2018-01-31,T180504,PROD-1363,Summer dresses,1,61,65,130,CRITICAL,False
2018-01-31,T180464,PROD-1363,Summer dresses,1,60,65,130,CRITICAL,False
2018-01-31,T180519,PROD-1362,Fighting video games,1,70,31,140,WARNING,False
2018-01-31,T180488,PROD-1363,Summer dresses,1,59,65,130,CRITICAL,False
2018-01-31,T180486,PROD-1363,Summer dresses,1,58,65,130,CRITICAL,False
